Id,SalePrice
1655,148500
1656,148500
1657,148500
1658,151000
1659,83000
1660,138500
1661,310000
1662,310000
1663,385000
1664,385000
1665,318000
1666,318000
1667,310000
1668,318000
1669,385000
1670,385000
1671,203000
1672,385000
1673,310000
1674,232000
1675,202500
1676,196000
1677,202500
1678,385000
1679,385000
1680,385000
1681,202500
1682,318000
1683,202500
1684,222500
1685,186500
1686,196000
1687,194500
1688,222500
1689,222500
1690,222500
1691,196500
1692,310000
1693,194500
1694,196500
1695,196500
1696,222500
1697,185000
1698,310000
1699,385000
1700,228500
1701,268000
1702,318000
1703,232000
1704,318000
1705,208900
1706,385000
1707,203000
1708,262500
1709,232000
1710,262500
1711,310000
1712,262500
1713,232000
1714,203000
1715,186500
1716,203000
1717,203000
1718,84500
1719,222500
1720,232000
1721,203000
1722,84500
1723,203000
1724,203000
1725,236000
1726,211000
1727,179200
1728,186500
1729,179900
1730,90000
1731,112500
1732,138500
1733,138500
1734,138500
1735,138500
1736,138500
1737,385000
1738,248000
1739,239000
1740,208900
1741,196000
1742,168500
1743,168500
1744,278000
1745,143500
1746,287000
1747,196500
1748,195000
1749,262500
1750,142000
1751,222500
1752,138500
1753,167000
1754,185000
1755,262500
1756,156000
1757,138500
1758,167000
1759,167000
1760,167000
1761,167000
1762,244000
1763,165500
1764,138500
1765,167000
1766,167000
1767,217000
1768,157900
1769,167000
1770,217000
1771,157900
1772,134500
1773,157900
1774,188000
1775,157900
1776,167000
1777,138500
1778,138500
1779,109900
1780,159500
1781,157900
1782,109500
1783,196500
1784,125500
1785,139400
1786,167500
1787,213000
1788,67000
1789,109500
1790,67000
1791,200000
1792,157900
1793,142000
1794,142000
1795,157900
1796,142000
1797,118500
1798,138500
1799,138500
1800,148000
1801,135000
1802,167000
1803,159500
1804,156000
1805,139400
1806,116000
1807,200000
1808,125500
1809,107500
1810,159500
1811,55000
1812,85000
1813,105000
1814,67000
1815,60000
1816,109500
1817,112000
1818,112000
1819,161000
1820,109500
1821,105000
1822,161000
1823,67000
1824,60000
1825,117000
1826,133000
1827,109500
1828,102000
1829,109500
1830,188000
1831,117500
1832,136000
1833,117500
1834,161000
1835,122000
1836,89500
1837,84500
1838,89500
1839,143500
1840,150000
1841,150000
1842,126000
1843,138500
1844,142500
1845,171000
1846,149500
1847,143500
1848,82000
1849,167000
1850,138500
1851,130500
1852,138500
1853,148000
1854,156000
1855,165500
1856,236000
1857,169000
1858,90000
1859,90000
1860,142500
1861,90000
1862,236000
1863,236000
1864,236000
1865,385000
1866,318000
1867,232000
1868,236500
1869,203000
1870,194000
1871,232000
1872,195000
1873,231500
1874,138500
1875,203000
1876,231500
1877,203000
1878,203000
1879,112500
1880,112500
1881,203000
1882,195000
1883,196500
1884,195000
1885,203000
1886,236500
1887,203000
1888,232000
1889,195000
1890,167000
1891,153500
1892,112500
1893,157900
1894,150000
1895,167000
1896,105000
1897,145000
1898,115000
1899,142500
1900,149000
1901,128500
1902,138500
1903,200000
1904,138500
1905,217000
1906,104900
1907,167000
1908,151000
1909,151000
1910,151000
1911,185000
1912,217000
1913,131500
1914,67000
1915,278000
1916,67000
1917,310000
1918,138500
1919,142500
1920,217000
1921,385000
1922,318000
1923,228500
1924,192500
1925,195000
1926,385000
1927,134500
1928,167000
1929,138500
1930,134000
1931,142500
1932,142500
1933,130500
1934,187000
1935,186500
1936,185000
1937,187000
1938,217000
1939,278000
1940,202500
1941,185000
1942,186500
1943,236500
1944,310000
1945,385000
1946,167000
1947,236500
1948,262500
1949,203000
1950,262500
1951,262500
1952,203000
1953,217000
1954,196500
1955,125500
1956,222500
1957,262500
1958,310000
1959,188000
1960,157900
1961,112500
1962,83000
1963,83000
1964,119500
1965,146000
1966,146000
1967,318000
1968,385000
1969,385000
1970,310000
1971,310000
1972,350000
1973,310000
1974,310000
1975,385000
1976,232000
1977,310000
1978,248000
1979,385000
1980,202500
1981,266000
1982,278000
1983,202500
1984,173000
1985,203000
1986,192500
1987,203000
1988,222500
1989,196500
1990,236000
1991,202500
1992,236000
1993,222500
1994,236000
1995,186500
1996,287000
1997,310000
1998,385000
1999,236000
2000,340000
2001,310000
2002,232000
2003,340000
2004,310000
2005,203000
2006,203000
2007,232000
2008,203000
2009,187000
2010,186500
2011,84500
2012,203000
2013,187000
2014,187000
2015,194500
2016,187000
2017,196500
2018,138500
2019,138500
2020,138500
2021,138500
2022,217000
2023,151000
2024,217000
2025,310000
2026,196000
2027,196000
2028,146000
2029,172500
2030,208900
2031,208900
2032,208900
2033,196000
2034,146000
2035,226000
2036,172500
2037,172500
2038,239000
2039,278000
2040,310000
2041,236500
2042,186500
2043,179200
2044,167000
2045,262500
2046,188000
2047,124900
2048,138500
2049,90000
2050,175500
2051,106500
2052,142000
2053,138500
2054,120000
2055,167000
2056,142000
2057,138500
2058,187000
2059,157900
2060,157900
2061,167000
2062,138500
2063,142000
2064,167000
2065,109500
2066,167000
2067,157900
2068,90000
2069,106500
2070,109500
2071,86000
2072,159500
2073,167000
2074,167000
2075,138500
2076,112500
2077,134500
2078,134500
2079,162000
2080,114500
2081,133000
2082,150000
2083,138000
2084,109500
2085,139400
2086,142000
2087,159500
2088,87000
2089,86000
2090,125500
2091,93000
2092,87000
2093,79000
2094,110500
2095,137000
2096,109500
2097,109500
2098,128500
2099,60000
2100,79900
2101,90000
2102,117500
2103,109500
2104,90000
2105,161000
2106,85000
2107,200000
2108,112500
2109,109500
2110,109500
2111,119000
2112,102000
2113,109500
2114,120000
2115,149000
2116,109500
2117,117000
2118,169500
2119,139400
2120,120000
2121,109900
2122,105000
2123,109500
2124,163000
2125,124900
2126,188000
2127,200000
2128,117500
2129,67000
2130,85000
2131,102000
2132,87000
2133,109500
2134,152000
2135,67000
2136,84500
2137,142000
2138,142500
2139,142500
2140,138500
2141,142500
2142,138500
2143,142500
2144,134000
2145,138500
2146,167000
2147,241500
2148,125500
2149,156000
2150,241500
2151,120000
2152,149900
2153,134500
2154,84500
2155,118500
2156,236000
2157,203000
2158,236000
2159,222500
2160,222500
2161,232000
2162,217000
2163,385000
2164,278000
2165,241500
2166,156000
2167,203000
2168,211000
2169,224900
2170,224900
2171,156000
2172,142500
2173,167000
2174,222500
2175,228500
2176,318000
2177,222500
2178,237000
2179,144500
2180,217000
2181,203000
2182,203000
2183,203000
2184,157900
2185,156000
2186,167000
2187,156000
2188,149500
2189,143500
2190,82000
2191,82000
2192,80000
2193,109500
2194,107500
2195,157900
2196,142000
2197,105000
2198,102000
2199,200000
2200,105000
2201,177000
2202,161000
2203,159500
2204,104900
2205,105000
2206,142000
2207,187500
2208,226000
2209,217000
2210,151000
2211,67000
2212,125500
2213,84500
2214,129500
2215,109500
2216,152000
2217,60000
2218,125500
2219,91000
2220,85000
2221,278000
2222,275000
2223,385000
2224,222500
2225,126000
2226,217000
2227,203000
2228,232000
2229,186500
2230,185000
2231,186500
2232,217000
2233,217000
2234,208900
2235,217000
2236,232000
2237,385000
2238,203000
2239,84500
2240,153500
2241,134000
2242,153500
2243,127000
2244,91000
2245,91000
2246,142000
2247,84500
2248,138500
2249,138500
2250,142500
2251,117500
2252,167000
2253,185000
2254,185000
2255,185000
2256,186500
2257,189000
2258,203000
2259,187000
2260,142000
2261,179200
2262,236500
2263,310000
2264,385000
2265,157900
2266,278000
2267,262500
2268,385000
2269,217000
2270,196500
2271,262500
2272,195000
2273,217000
2274,262500
2275,217000
2276,196000
2277,195000
2278,167000
2279,138500
2280,106500
2281,208900
2282,196000
2283,89500
2284,91500
2285,148000
2286,138500
2287,318000
2288,318000
2289,385000
2290,310000
2291,310000
2292,385000
2293,385000
2294,310000
2295,385000
2296,280000
2297,350000
2298,318000
2299,318000
2300,310000
2301,310000
2302,232000
2303,318000
2304,201000
2305,196000
2306,196000
2307,202500
2308,236500
2309,202500
2310,202500
2311,202500
2312,196500
2313,186500
2314,186500
2315,186500
2316,280000
2317,203000
2318,186500
2319,186500
2320,203000
2321,278000
2322,203000
2323,203000
2324,222500
2325,203000
2326,192500
2327,236000
2328,236000
2329,187000
2330,187000
2331,248000
2332,310000
2333,310000
2334,222500
2335,302000
2336,310000
2337,203000
2338,232000
2339,232000
2340,385000
2341,203000
2342,262500
2343,203000
2344,196500
2345,340000
2346,203000
2347,203000
2348,186500
2349,186500
2350,310000
2351,208900
2352,232000
2353,310000
2354,84500
2355,84500
2356,142500
2357,203000
2358,187000
2359,120000
2360,112500
2361,112500
2362,221000
2363,138500
2364,217000
2365,208900
2366,196000
2367,208900
2368,208900
2369,208900
2370,172500
2371,177500
2372,196000
2373,172500
2374,310000
2375,278000
2376,262500
2377,217000
2378,142000
2379,195000
2380,142500
2381,167000
2382,262500
2383,203000
2384,236000
2385,262500
2386,139400
2387,138500
2388,90000
2389,142000
2390,167000
2391,138500
2392,138500
2393,262500
2394,156000
2395,244000
2396,157900
2397,167000
2398,156000
2399,86000
2400,60000
2401,138500
2402,138500
2403,150000
2404,149900
2405,149500
2406,142000
2407,138500
2408,156000
2409,138500
2410,167000
2411,112500
2412,157900
2413,157900
2414,138500
2415,188000
2416,156000
2417,157900
2418,112500
2419,104900
2420,138500
2421,153000
2422,112500
2423,112000
2424,153000
2425,136000
2426,112000
2427,124000
2428,166000
2429,138500
2430,138500
2431,142000
2432,138500
2433,157900
2434,157900
2435,134500
2436,106500
2437,138500
2438,123000
2439,109500
2440,105000
2441,67000
2442,109500
2443,109500
2444,120000
2445,125500
2446,200000
2447,161000
2448,122000
2449,159500
2450,140000
2451,161000
2452,200000
2453,109500
2454,144000
2455,114500
2456,128500
2457,119000
2458,120000
2459,109500
2460,131000
2461,105000
2462,149000
2463,109500
2464,117500
2465,207000
2466,105000
2467,79000
2468,98000
2469,139400
2470,159500
2471,219500
2472,159500
2473,140000
2474,87000
2475,159500
2476,91000
2477,134500
2478,134500
2479,142000
2480,142500
2481,157900
2482,142500
2483,138500
2484,112500
2485,142000
2486,142000
2487,256000
2488,133000
2489,143500
2490,157900
2491,109900
2492,262500
2493,167000
2494,167000
2495,157900
2496,241500
2497,134500
2498,112500
2499,106500
2500,138500
2501,157900
2502,104900
2503,104900
2504,187000
2505,196500
2506,318000
2507,385000
2508,318000
2509,232000
2510,236500
2511,203000
2512,195000
2513,237000
2514,241500
2515,156000
2516,217000
2517,138500
2518,128500
2519,237000
2520,237000
2521,195000
2522,228500
2523,112500
2524,149900
2525,149900
2526,156000
2527,112500
2528,112500
2529,112500
2530,112500
2531,203000
2532,196500
2533,196500
2534,232000
2535,228500
2536,228500
2537,203000
2538,196500
2539,203000
2540,203000
2541,196500
2542,195000
2543,149900
2544,167000
2545,159500
2546,167000
2547,142500
2548,90000
2549,185000
2550,318000
2551,144500
2552,138500
2553,82000
2554,150000
2555,131000
2556,143500
2557,112500
2558,200000
2559,134500
2560,104900
2561,91000
2562,149000
2563,149000
2564,188000
2565,167000
2566,104900
2567,145000
2568,167000
2569,217000
2570,151000
2571,217000
2572,153500
2573,241500
2574,217000
2575,133000
2576,87000
2577,130000
2578,109500
2579,109500
2580,107500
2581,142000
2582,109500
2583,278000
2584,196000
2585,203000
2586,203000
2587,203000
2588,157900
2589,142500
2590,196000
2591,217000
2592,203000
2593,203000
2594,203000
2595,217000
2596,385000
2597,208900
2598,236000
2599,385000
2600,143500
2601,153500
2602,83000
2603,91000
2604,84500
2605,91000
2606,156000
2607,217000
2608,167000
2609,138000
2610,84500
2611,157900
2612,142500
2613,128500
2614,138500
2615,167000
2616,142000
2617,167000
2618,217000
2619,241500
2620,185000
2621,186500
2622,187000
2623,228500
2624,248000
2625,278000
2626,203000
2627,202500
2628,345000
2629,325000
2630,310000
2631,310000
2632,310000
2633,278000
2634,385000
2635,156000
2636,195000
2637,156000
2638,222500
2639,197500
2640,217000
2641,112500
2642,179200
2643,89500
2644,125000
2645,83000
2646,83000
2647,88000
2648,179200
2649,157900
2650,119500
2651,146000
2652,310000
2653,232000
2654,318000
2655,385000
2656,310000
2657,266000
2658,222500
2659,310000
2660,310000
2661,318000
2662,318000
2663,284000
2664,202500
2665,318000
2666,202500
2667,186500
2668,222500
2669,203000
2670,310000
2671,222500
2672,203000
2673,196000
2674,192500
2675,203000
2676,222500
2677,186500
2678,225000
2679,340000
2680,310000
2681,310000
2682,310000
2683,325000
2684,310000
2685,248000
2686,186500
2687,318000
2688,232000
2689,262500
2690,320000
2691,186500
2692,142000
2693,203000
2694,84500
2695,222500
2696,194500
2697,187000
2698,187000
2699,179200
2700,179200
2701,179900
2702,142000
2703,90000
2704,142000
2705,138500
2706,138500
2707,112500
2708,138500
2709,128500
2710,128500
2711,242000
2712,310000
2713,196000
2714,151000
2715,168500
2716,151000
2717,186500
2718,208900
2719,153500
2720,262500
2721,156000
2722,138000
2723,156000
2724,138500
2725,138500
2726,139400
2727,217000
2728,167000
2729,159500
2730,138500
2731,120500
2732,138500
2733,167000
2734,167000
2735,138500
2736,109000
2737,138500
2738,188000
2739,149500
2740,142000
2741,138500
2742,167000
2743,153000
2744,139400
2745,142000
2746,138500
2747,167000
2748,149900
2749,138500
2750,157900
2751,138500
2752,143500
2753,167000
2754,200000
2755,114500
2756,109500
2757,67000
2758,116000
2759,157500
2760,135000
2761,139400
2762,157900
2763,167000
2764,241500
2765,180000
2766,133000
2767,90000
2768,150000
2769,138500
2770,142000
2771,138500
2772,84500
2773,131500
2774,119000
2775,100000
2776,117000
2777,159500
2778,91000
2779,122500
2780,67000
2781,109500
2782,138500
2783,116000
2784,112500
2785,125500
2786,86000
2787,85000
2788,109500
2789,159500
2790,100000
2791,112500
2792,67000
2793,149000
2794,120000
2795,104900
2796,67000
2797,159500
2798,87000
2799,125500
2800,67000
2801,67000
2802,104900
2803,171000
2804,167000
2805,106500
2806,109500
2807,203000
2808,142500
2809,142500
2810,138500
2811,167000
2812,142500
2813,171000
2814,150000
2815,60000
2816,241500
2817,128500
2818,142500
2819,196500
2820,167000
2821,105000
2822,169000
2823,160000
2824,149900
2825,167000
2826,142000
2827,131000
2828,217000
2829,179200
2830,224900
2831,203000
2832,217000
2833,318000
2834,222500
2835,203000
2836,224900
2837,217000
2838,156000
2839,195000
2840,203000
2841,237000
2842,231500
2843,133000
2844,148000
2845,138500
2846,203000
2847,211000
2848,194000
2849,222500
2850,255000
2851,196500
2852,236000
2853,236000
2854,144500
2855,203000
2856,196500
2857,224900
2858,203000
2859,176000
2860,127500
2861,138500
2862,222500
2863,84500
2864,222500
2865,153500
2866,196500
2867,83000
2868,102000
2869,98000
2870,167000
2871,102000
2872,67000
2873,79000
2874,102000
2875,145000
2876,149000
2877,134500
2878,161000
2879,139000
2880,102000
2881,104900
2882,131000
2883,205000
2884,149000
2885,177000
2886,239000
2887,109500
2888,149500
2889,67000
2890,67000
2891,152000
2892,67000
2893,107500
2894,84500
2895,278000
2896,278000
2897,217000
2898,188000
2899,232000
2900,142500
2901,167000
2902,217000
2903,385000
2904,385000
2905,157900
2906,221000
2907,120000
2908,138500
2909,150000
2910,84500
2911,88000
2912,157900
2913,88000
2914,88000
2915,84500
2916,88000
2917,142500
2918,84500
2919,248000
