Id,SalePrice
1629,192000
1630,278000
1631,213500
1632,251000
1633,180000
1634,192000
1635,165600
1636,176000
1637,175000
1638,190000
1639,185000
1640,250000
1641,205000
1642,252678
1643,226000
1644,280000
1645,175000
1646,181500
1647,175500
1648,148000
1649,135000
1650,120500
1651,120500
1652,100000
1653,106000
1654,155000
1655,127500
1656,148500
1657,155000
1658,148500
1659,125000
1660,154000
1661,412500
1662,446261
1663,315000
1664,386250
1665,255500
1666,280000
1667,276000
1668,315000
1669,325000
1670,374000
1671,216837
1672,555000
1673,309000
1674,256300
1675,194700
1676,196000
1677,185850
1678,386250
1679,315000
1680,318061
1681,277500
1682,255500
1683,171750
1684,179540
1685,174000
1686,160200
1687,162000
1688,183500
1689,183500
1690,184000
1691,188500
1692,239900
1693,184100
1694,183200
1695,170000
1696,214000
1697,180000
1698,290000
1699,350000
1700,248000
1701,290000
1702,245350
1703,227000
1704,255000
1705,307000
1706,320000
1707,250580
1708,179600
1709,232600
1710,229456
1711,339750
1712,232600
1713,255000
1714,262500
1715,216000
1716,178000
1717,155000
1718,141000
1719,233000
1720,215000
1721,155000
1722,141000
1723,155000
1724,279500
1725,233000
1726,187000
1727,179200
1728,173000
1729,179900
1730,112000
1731,128500
1732,138500
1733,122000
1734,118500
1735,130000
1736,129000
1737,271900
1738,248000
1739,250000
1740,208900
1741,197000
1742,168500
1743,183900
1744,222000
1745,294000
1746,235000
1747,205000
1748,200000
1749,167900
1750,140000
1751,200000
1752,120000
1753,140000
1754,190000
1755,167900
1756,115000
1757,117500
1758,154000
1759,180000
1760,162000
1761,139000
1762,169500
1763,162000
1764,110000
1765,167000
1766,160000
1767,196000
1768,141000
1769,167000
1770,135000
1771,142000
1772,150750
1773,135000
1774,141000
1775,151000
1776,139000
1777,110000
1778,142125
1779,141000
1780,155000
1781,147500
1782,110000
1783,112000
1784,100000
1785,100000
1786,135000
1787,117000
1788,86000
1789,130000
1790,80000
1791,200000
1792,139000
1793,156000
1794,156000
1795,155000
1796,140000
1797,118500
1798,124500
1799,110000
1800,145000
1801,135000
1802,139000
1803,140000
1804,135960
1805,148000
1806,125000
1807,124500
1808,125500
1809,135000
1810,153900
1811,113000
1812,96500
1813,128000
1814,100000
1815,60000
1816,80000
1817,132000
1818,124000
1819,110000
1820,87000
1821,149000
1822,143000
1823,34900
1824,102000
1825,135000
1826,105000
1827,102000
1828,127500
1829,100000
1830,140000
1831,87000
1832,90000
1833,140000
1834,135000
1835,122000
1836,115000
1837,93500
1838,135000
1839,108000
1840,179000
1841,179000
1842,135000
1843,135000
1844,129000
1845,135000
1846,131400
1847,190000
1848,39300
1849,140000
1850,60000
1851,146500
1852,148000
1853,140000
1854,147000
1855,180000
1856,215000
1857,169000
1858,142953
1859,118858
1860,153337
1861,118858
1862,206300
1863,206300
1864,206300
1865,394432
1866,295493
1867,244600
1868,230000
1869,193879
1870,194000
1871,297000
1872,163990
1873,210000
1874,128500
1875,192000
1876,211000
1877,185500
1878,221000
1879,110000
1880,127000
1881,230000
1882,287000
1883,197900
1884,197900
1885,203000
1886,280000
1887,210000
1888,232000
1889,156932
1890,129000
1891,145000
1892,110000
1893,102000
1894,100000
1895,144500
1896,119000
1897,159434
1898,145000
1899,158500
1900,154900
1901,154900
1902,145000
1903,200000
1904,160000
1905,289000
1906,135000
1907,230000
1908,94500
1909,124000
1910,124000
1911,289000
1912,335000
1913,106000
1914,68500
1915,392500
1916,178322
1917,215000
1918,132000
1919,165000
1920,162500
1921,315000
1922,315500
1923,222500
1924,187500
1925,202900
1926,315000
1927,132500
1928,180500
1929,133900
1930,145000
1931,134900
1932,143000
1933,140000
1934,181000
1935,185000
1936,181000
1937,181000
1938,173000
1939,286000
1940,213500
1941,181000
1942,165600
1943,180000
1944,361919
1945,377426
1946,166000
1947,266000
1948,185000
1949,202500
1950,140000
1951,175500
1952,289000
1953,180000
1954,197900
1955,162000
1956,336000
1957,185000
1958,290000
1959,136000
1960,132000
1961,129900
1962,100000
1963,118000
1964,119500
1965,148500
1966,140000
1967,318000
1968,555000
1969,315000
1970,437154
1971,412500
1972,350000
1973,354000
1974,335000
1975,386250
1976,284000
1977,354000
1978,380000
1979,264561
1980,185850
1981,319900
1982,254000
1983,202500
1984,175500
1985,246578
1986,175900
1987,159895
1988,180000
1989,183500
1990,215000
1991,224000
1992,162900
1993,178000
1994,236000
1995,181000
1996,250000
1997,313000
1998,350000
1999,268000
2000,290000
2001,250000
2002,232000
2003,340000
2004,252678
2005,192000
2006,229456
2007,249700
2008,185000
2009,187000
2010,180000
2011,141000
2012,184900
2013,173000
2014,201000
2015,173000
2016,187000
2017,187000
2018,137000
2019,130500
2020,125000
2021,127000
2022,171500
2023,171000
2024,260000
2025,333168
2026,196000
2027,151000
2028,146000
2029,172500
2030,328900
2031,197000
2032,286000
2033,328900
2034,165000
2035,226000
2036,172500
2037,172500
2038,239000
2039,245500
2040,260000
2041,236500
2042,205950
2043,180500
2044,197900
2045,202500
2046,135000
2047,146500
2048,147000
2049,142600
2050,184000
2051,106500
2052,160000
2053,154000
2054,139000
2055,167000
2056,165500
2057,133700
2058,187000
2059,143000
2060,127000
2061,140000
2062,128900
2063,117000
2064,139950
2065,119500
2066,289000
2067,104900
2068,110000
2069,84000
2070,109000
2071,108000
2072,153900
2073,132000
2074,149500
2075,119200
2076,110000
2077,154000
2078,135000
2079,166000
2080,119000
2081,105000
2082,141000
2083,140000
2084,129900
2085,135000
2086,125000
2087,130000
2088,98000
2089,80000
2090,135000
2091,113000
2092,140000
2093,79000
2094,110500
2095,148500
2096,100000
2097,110000
2098,153900
2099,60000
2100,107400
2101,140000
2102,144000
2103,115000
2104,90000
2105,125000
2106,116000
2107,325000
2108,115000
2109,107000
2110,110000
2111,117000
2112,127000
2113,125500
2114,128000
2115,159000
2116,115000
2117,117000
2118,159000
2119,119000
2120,120000
2121,97000
2122,128000
2123,80500
2124,205000
2125,124900
2126,214500
2127,136900
2128,135000
2129,134900
2130,147000
2131,240000
2132,140000
2133,100000
2134,119500
2135,73000
2136,106250
2137,127000
2138,148000
2139,151000
2140,127000
2141,151000
2142,135000
2143,139000
2144,131500
2145,130000
2146,155000
2147,190000
2148,112000
2149,147000
2150,180000
2151,116900
2152,144500
2153,144500
2154,118500
2155,105000
2156,301000
2157,193500
2158,205000
2159,215000
2160,155835
2161,275000
2162,501837
2163,395192
2164,215000
2165,163500
2166,145000
2167,185500
2168,204750
2169,183000
2170,230000
2171,156000
2172,149900
2173,145000
2174,228500
2175,285000
2176,297000
2177,255900
2178,213000
2179,143000
2180,206300
2181,210000
2182,214000
2183,185000
2184,135000
2185,153500
2186,148000
2187,107000
2188,149500
2189,144000
2190,82000
2191,82000
2192,125000
2193,79000
2194,93000
2195,110000
2196,112000
2197,135000
2198,145000
2199,145000
2200,177500
2201,177000
2202,230000
2203,177000
2204,135000
2205,119000
2206,141000
2207,200100
2208,226000
2209,190000
2210,124000
2211,115000
2212,100000
2213,115000
2214,140000
2215,114500
2216,138000
2217,178322
2218,40000
2219,100000
2220,108000
2221,392500
2222,275000
2223,201000
2224,239900
2225,126000
2226,175000
2227,187500
2228,201000
2229,223500
2230,167500
2231,224500
2232,175000
2233,175000
2234,220000
2235,200000
2236,312500
2237,312500
2238,206300
2239,84500
2240,162000
2241,170000
2242,129900
2243,127000
2244,91000
2245,91000
2246,147000
2247,88000
2248,124500
2249,125500
2250,123000
2251,178322
2252,157500
2253,168500
2254,181000
2255,181000
2256,174000
2257,230000
2258,173000
2259,178000
2260,160000
2261,170000
2262,180000
2263,361919
2264,501837
2265,145000
2266,277500
2267,423000
2268,465000
2269,180000
2270,179900
2271,175500
2272,215000
2273,175500
2274,165000
2275,171500
2276,180000
2277,205000
2278,140000
2279,114500
2280,135750
2281,181000
2282,181000
2283,88000
2284,113000
2285,127500
2286,119500
2287,394617
2288,318000
2289,350000
2290,437154
2291,361919
2292,465000
2293,611657
2294,412500
2295,385000
2296,213000
2297,339750
2298,320000
2299,285000
2300,340000
2301,269500
2302,214000
2303,214000
2304,239799
2305,196000
2306,196000
2307,194700
2308,209500
2309,277500
2310,254000
2311,171750
2312,173900
2313,174000
2314,156932
2315,174000
2316,174000
2317,169990
2318,173900
2319,179540
2320,176485
2321,264561
2322,159895
2323,190000
2324,184100
2325,240000
2326,184100
2327,215000
2328,215000
2329,181000
2330,175000
2331,402000
2332,302000
2333,290000
2334,248000
2335,250000
2336,290000
2337,227680
2338,282922
2339,259000
2340,465000
2341,213000
2342,214000
2343,214000
2344,239799
2345,245350
2346,229456
2347,182000
2348,263435
2349,227875
2350,339750
2351,264132
2352,249700
2353,250000
2354,147000
2355,141000
2356,155000
2357,191000
2358,175900
2359,120000
2360,110000
2361,132000
2362,335000
2363,156000
2364,156000
2365,202500
2366,185000
2367,196000
2368,208900
2369,208900
2370,179400
2371,177500
2372,176000
2373,250000
2374,250000
2375,270000
2376,242000
2377,271900
2378,140000
2379,190000
2380,145000
2381,175500
2382,205000
2383,205000
2384,210000
2385,179900
2386,135000
2387,145500
2388,101800
2389,154000
2390,143000
2391,149000
2392,109500
2393,160000
2394,156000
2395,200000
2396,145250
2397,156500
2398,135000
2399,86000
2400,60000
2401,116500
2402,138800
2403,124000
2404,149900
2405,163000
2406,151500
2407,134500
2408,156000
2409,139900
2410,165500
2411,115000
2412,139900
2413,145000
2414,132500
2415,124000
2416,143250
2417,141000
2418,115000
2419,135000
2420,119500
2421,207500
2422,136500
2423,135000
2424,140000
2425,200000
2426,135000
2427,135000
2428,164000
2429,116050
2430,128900
2431,139000
2432,145500
2433,141000
2434,135000
2435,164900
2436,106500
2437,116050
2438,123000
2439,100000
2440,115000
2441,100000
2442,100000
2443,115000
2444,110000
2445,112000
2446,87000
2447,140000
2448,140000
2449,110000
2450,140000
2451,147000
2452,159500
2453,97000
2454,120000
2455,127500
2456,105000
2457,135000
2458,132500
2459,119000
2460,131000
2461,119000
2462,149000
2463,131000
2464,117500
2465,207000
2466,127000
2467,161000
2468,115000
2469,115000
2470,240000
2471,169500
2472,220000
2473,140000
2474,135000
2475,225000
2476,125000
2477,129000
2478,168000
2479,128500
2480,128500
2481,128000
2482,134900
2483,125000
2484,128500
2485,154000
2486,168000
2487,190000
2488,189950
2489,148000
2490,135000
2491,109900
2492,180000
2493,140000
2494,160000
2495,60000
2496,190000
2497,140000
2498,136500
2499,84000
2500,140000
2501,140000
2502,131000
2503,135000
2504,178000
2505,236000
2506,239000
2507,305900
2508,275000
2509,214000
2510,272000
2511,178000
2512,197900
2513,237000
2514,241500
2515,156000
2516,173500
2517,145000
2518,145000
2519,237000
2520,211000
2521,195000
2522,230000
2523,122000
2524,149900
2525,148000
2526,156000
2527,110000
2528,122000
2529,129000
2530,120500
2531,220000
2532,237000
2533,190000
2534,232000
2535,255000
2536,231500
2537,272000
2538,173900
2539,184900
2540,200141
2541,189000
2542,173900
2543,125000
2544,129000
2545,108000
2546,140000
2547,107000
2548,142953
2549,177000
2550,160000
2551,148000
2552,119000
2553,82000
2554,100000
2555,110000
2556,100000
2557,115000
2558,200000
2559,165000
2560,119500
2561,116900
2562,165000
2563,149000
2564,140000
2565,134432
2566,137450
2567,145000
2568,167000
2569,175000
2570,124000
2571,200000
2572,135000
2573,289000
2574,287000
2575,110000
2576,102000
2577,178322
2578,120500
2579,100000
2580,160000
2581,68400
2582,120500
2583,235000
2584,180000
2585,169990
2586,260000
2587,187500
2588,119500
2589,146800
2590,181000
2591,223000
2592,248328
2593,265900
2594,176000
2595,220000
2596,312500
2597,181000
2598,335000
2599,315000
2600,115000
2601,136500
2602,75000
2603,91000
2604,83500
2605,75000
2606,165500
2607,180000
2608,196000
2609,143000
2610,118500
2611,207500
2612,139000
2613,124500
2614,130000
2615,180500
2616,147000
2617,127500
2618,176500
2619,244000
2620,193000
2621,178000
2622,185000
2623,287000
2624,320000
2625,285000
2626,176000
2627,170000
2628,556581
2629,438780
2630,325000
2631,556581
2632,438780
2633,266000
2634,315000
2635,148000
2636,190000
2637,170000
2638,263000
2639,185000
2640,140000
2641,123000
2642,181000
2643,88000
2644,125000
2645,88000
2646,89500
2647,118000
2648,127500
2649,139900
2650,140000
2651,148500
2652,437154
2653,250000
2654,318000
2655,315000
2656,281000
2657,325624
2658,281000
2659,354000
2660,437154
2661,372402
2662,374000
2663,284000
2664,277500
2665,367294
2666,266000
2667,179540
2668,179540
2669,176485
2670,230000
2671,179540
2672,246578
2673,213490
2674,192500
2675,167240
2676,183500
2677,186500
2678,200000
2679,280000
2680,250000
2681,403000
2682,290000
2683,625000
2684,290000
2685,290000
2686,233230
2687,372402
2688,225000
2689,229456
2690,556581
2691,207500
2692,141000
2693,227680
2694,141000
2695,188000
2696,201000
2697,211000
2698,187000
2699,179200
2700,153900
2701,162000
2702,127000
2703,112000
2704,135000
2705,128500
2706,122000
2707,132500
2708,129500
2709,125000
2710,125000
2711,345000
2712,302000
2713,197000
2714,147400
2715,168500
2716,151000
2717,176000
2718,232600
2719,145000
2720,180500
2721,156000
2722,167900
2723,156000
2724,123000
2725,135000
2726,132500
2727,140000
2728,167000
2729,184000
2730,135000
2731,110000
2732,129500
2733,181900
2734,207500
2735,141000
2736,138000
2737,119500
2738,124000
2739,163000
2740,156000
2741,170000
2742,166000
2743,164900
2744,138800
2745,145500
2746,114500
2747,174000
2748,145000
2749,139000
2750,132000
2751,129000
2752,140000
2753,140000
2754,190000
2755,140000
2756,109500
2757,73000
2758,86000
2759,128000
2760,132000
2761,143000
2762,148000
2763,180000
2764,174000
2765,240000
2766,133000
2767,87500
2768,124000
2769,145000
2770,126500
2771,129900
2772,140000
2773,106000
2774,140000
2775,139000
2776,110000
2777,143000
2778,116900
2779,122500
2780,115000
2781,100000
2782,107900
2783,114504
2784,119900
2785,125000
2786,86000
2787,115000
2788,100000
2789,140000
2790,78000
2791,115000
2792,55000
2793,140000
2794,120000
2795,125500
2796,79500
2797,240000
2798,132000
2799,147000
2800,110000
2801,118400
2802,135000
2803,150900
2804,115000
2805,93000
2806,109500
2807,145000
2808,135000
2809,137000
2810,138800
2811,168000
2812,169900
2813,171000
2814,125000
2815,121000
2816,302000
2817,180000
2818,134900
2819,130000
2820,148000
2821,95000
2822,185000
2823,295000
2824,175000
2825,120000
2826,149350
2827,140000
2828,260000
2829,179200
2830,239799
2831,195400
2832,200000
2833,318000
2834,213500
2835,203000
2836,183000
2837,175000
2838,145000
2839,173900
2840,180500
2841,212000
2842,231500
2843,161750
2844,171500
2845,133500
2846,230000
2847,211000
2848,194000
2849,200000
2850,290000
2851,255900
2852,235000
2853,274300
2854,140000
2855,185500
2856,190000
2857,183000
2858,203000
2859,166000
2860,127500
2861,125000
2862,165400
2863,141000
2864,268000
2865,145000
2866,130000
2867,112000
2868,112000
2869,126000
2870,150000
2871,85000
2872,60000
2873,110000
2874,127000
2875,140000
2876,155000
2877,140000
2878,140000
2879,127000
2880,112000
2881,165000
2882,140000
2883,159000
2884,140000
2885,180500
2886,193500
2887,115000
2888,105000
2889,55000
2890,68500
2891,117000
2892,34900
2893,85000
2894,37900
2895,392500
2896,275000
2897,184000
2898,150900
2899,201000
2900,171500
2901,160000
2902,175000
2903,283463
2904,315000
2905,178322
2906,206300
2907,115000
2908,130000
2909,143000
2910,80000
2911,85000
2912,120000
2913,75000
2914,75000
2915,75000
2916,88000
2917,170000
2918,93500
2919,250000
